SOURCE_DESC	SECTOR_DESC	GROUP_DESC	COMMODITY_DESC	CLASS_DESC	PRODN_PRACTICE_DESC	UTIL_PRACTICE_DESC	STATISTICCAT_DESC	UNIT_DESC	SHORT_DESC	DOMAIN_DESC	DOMAINCAT_DESC	AGG_LEVEL_DESC	STATE_ANSI	STATE_FIPS_CODE	STATE_ALPHA	STATE_NAME	ASD_CODE	ASD_DESC	COUNTY_ANSI	COUNTY_CODE	COUNTY_NAME	REGION_DESC	ZIP_5	WATERSHED_CODE	WATERSHED_DESC	CONGR_DISTRICT_CODE	COUNTRY_CODE	COUNTRY_NAME	LOCATION_DESC	YEAR	FREQ_DESC	BEGIN_CODE	END_CODE	REFERENCE_PERIOD_DESC	WEEK_ENDING	LOAD_TIME	VALUE	CV_%
SURVEY	CROPS	FIELD CROPS	PEANUTS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION, 5 YEAR AVG	PCT GOOD	PEANUTS - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD	TOTAL	NOT SPECIFIED	STATE	45	45	SC	SOUTH CAROLINA								00000000			9000	UNITED STATES	SOUTH CAROLINA	2019	WEEKLY	40	40	WEEK #40	2019-10-06	2019-10-07 16:00:07	46	 
SURVEY	CROPS	CROP TOTALS	SOIL	TOPSOIL	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	MOISTURE	PCT ADEQUATE	SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE	TOTAL	NOT SPECIFIED	STATE	40	40	OK	OKLAHOMA								00000000			9000	UNITED STATES	OKLAHOMA	2015	WEEKLY	15	15	WEEK #15	2015-04-12	2015-04-13 16:46:23	38	 
CENSUS	CROPS	VEGETABLES	VEGETABLE TOTALS	ALL CLASSES	IN THE OPEN, IRRIGATED	ALL UTILIZATION PRACTICES	AREA IN PRODUCTION	OPERATIONS	VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION	AREA IN PRODUCTION	AREA IN PRODUCTION: (250 TO 499 ACRES)	STATE	42	42	PA	PENNSYLVANIA								00000000			9000	UNITED STATES	PENNSYLVANIA	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	5	 
SURVEY	CROPS	FIELD CROPS	RICE	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	CWT	RICE - PRODUCTION, MEASURED IN CWT	TOTAL	NOT SPECIFIED	COUNTY	29	29	MO	MISSOURI	80	SOUTH CENTRAL		998	OTHER (COMBINED) COUNTIES			00000000			9000	UNITED STATES	MISSOURI, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES	1999	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	20,000	 
CENSUS	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	BARLEY - OPERATIONS WITH AREA HARVESTED	AREA HARVESTED	AREA HARVESTED: (1.0 TO 24.9 ACRES)	COUNTY	02	02	AK	ALASKA	20	MATANUSKA-SUSITNA-ANCHORAGE		020	ANCHORAGE			00000000			9000	UNITED STATES	ALASKA, MATANUSKA-SUSITNA-ANCHORAGE, ANCHORAGE	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	2	(L)
CENSUS	CROPS	VEGETABLES	BITTERMELON	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	BITTERMELON - ACRES HARVESTED	FARM SALES	FARM SALES: (10,000 OR MORE $)	PUERTO RICO & OUTLYING AREAS	66	66	GU	GUAM						GUAM		00000000			9350	GUAM	GUAM	2018	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	15	36.6
SURVEY	CROPS	FIELD CROPS	COTTON	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	GINNED BALES	RUNNING BALES	COTTON - GINNED BALES, MEASURED IN RUNNING BALES	TOTAL	NOT SPECIFIED	COUNTY	48	48	TX	TEXAS	21	NORTHERN LOW PLAINS		998	OTHER (COMBINED) COUNTIES			00000000			9000	UNITED STATES	TEXAS, NORTHERN LOW PLAINS, OTHER (COMBINED) COUNTIES	2019	POINT IN TIME	03	03	FIRST OF MAR		2020-05-12 12:02:00	(D)	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	NON-IRRIGATED	ALL UTILIZATION PRACTICES	PRODUCTION	BU	BARLEY, NON-IRRIGATED - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	30	30	MT	MONTANA	90	SOUTHEAST	011	011	CARTER			00000000			9000	UNITED STATES	MONTANA, SOUTHEAST, CARTER	1984	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	272,500	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	PRICE RECEIVED	$ / BU	CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU	TOTAL	NOT SPECIFIED	STATE	20	20	KS	KANSAS								00000000			9000	UNITED STATES	KANSAS	2013	MONTHLY	07	07	JUL		2015-11-30 15:03:48	6.7	 
SURVEY	CROPS	FIELD CROPS	OATS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	OATS - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	55	55	WI	WISCONSIN	80	SOUTH CENTRAL	025	025	DANE			00000000			9000	UNITED STATES	WISCONSIN, SOUTH CENTRAL, DANE	1965	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	64,500	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	BU	WHEAT, WINTER - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	37	37	NC	NORTH CAROLINA	50	CENTRAL PIEDMONT	035	035	CATAWBA			00000000			9000	UNITED STATES	NORTH CAROLINA, CENTRAL PIEDMONT, CATAWBA	1999	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	164,000	 
CENSUS	CROPS	CROP TOTALS	CROP TOTALS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	$	CROP TOTALS - SALES, MEASURED IN $	TOTAL	NOT SPECIFIED	COUNTY	48	48	TX	TEXAS	11	NORTHERN HIGH PLAINS	189	189	HALE			00000000			9000	UNITED STATES	TEXAS, NORTHERN HIGH PLAINS, HALE	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	102,851,000	 
CENSUS	CROPS	FIELD CROPS	PEANUTS	ALL CLASSES	IRRIGATED	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	PEANUTS, IRRIGATED - ACRES HARVESTED	AREA HARVESTED	AREA HARVESTED: (1,000 OR MORE ACRES)	STATE	35	35	NM	NEW MEXICO								00000000			9000	UNITED STATES	NEW MEXICO	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	(D)	(D)
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, DURUM	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	WHEAT, SPRING, DURUM - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	46	46	SD	SOUTH DAKOTA	10	NORTHWEST	031	031	CORSON			00000000			9000	UNITED STATES	SOUTH DAKOTA, NORTHWEST, CORSON	1959	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	1,600	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	NON-IRRIGATED	ALL UTILIZATION PRACTICES	AREA PLANTED, NET	ACRES	WHEAT, NON-IRRIGATED - ACRES PLANTED, NET	TOTAL	NOT SPECIFIED	COUNTY	41	41	OR	OREGON	10	NORTHWEST	051	051	MULTNOMAH			00000000			9000	UNITED STATES	OREGON, NORTHWEST, MULTNOMAH	2001	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	900	 
CENSUS	CROPS	FIELD CROPS	HAY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	HAY - OPERATIONS WITH AREA HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	27	27	MN	MINNESOTA	40	WEST CENTRAL	041	041	DOUGLAS			00000000			9000	UNITED STATES	MINNESOTA, WEST CENTRAL, DOUGLAS	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	362	17.9
CENSUS	CROPS	VEGETABLES	EGGPLANT	ALL CLASSES	ALL PRODUCTION PRACTICES	HOME CONSUMPTION	FARM USE	LB	EGGPLANT, HOME CONSUMPTION - FARM USE, MEASURED IN LB	TOTAL	NOT SPECIFIED	PUERTO RICO & OUTLYING AREAS	60	60	AS	AMERICAN SAMOA						AMERICAN SAMOA, WESTERN		00000000			9510	AMERICAN SAMOA	AMERICAN SAMOA, WESTERN	2018	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	50,503	38.7
CENSUS	CROPS	FIELD CROPS	HAY & HAYLAGE	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED	AREA HARVESTED	AREA HARVESTED: (100 TO 249 ACRES)	COUNTY	39	39	OH	OHIO	30	NORTHEAST	007	007	ASHTABULA			00000000			9000	UNITED STATES	OHIO, NORTHEAST, ASHTABULA	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	67	 
CENSUS	CROPS	VEGETABLES	BEANS	SNAP	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	BEANS, SNAP - OPERATIONS WITH AREA HARVESTED	AREA OPERATED	AREA OPERATED: (100 TO 139 ACRES)	STATE	50	50	VT	VERMONT								00000000			9000	UNITED STATES	VERMONT	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	14	25.4
CENSUS	CROPS	HORTICULTURE	BEDDING PLANTS, ANNUAL	FLOWERING & FOLIAR, DUSTY MILLER	ALL PRODUCTION PRACTICES	RETAIL, FLATS	SALES	FLATS	BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, DUSTY MILLER, RETAIL, FLATS - SALES, MEASURED IN FLATS	TOTAL	NOT SPECIFIED	STATE	44	44	RI	RHODE ISLAND								00000000			9000	UNITED STATES	RHODE ISLAND	2019	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	269	43.8
SURVEY	CROPS	FIELD CROPS	PASTURELAND	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION	PCT POOR	PASTURELAND - CONDITION, MEASURED IN PCT POOR	TOTAL	NOT SPECIFIED	STATE	22	22	LA	LOUISIANA								00000000			9000	UNITED STATES	LOUISIANA	2007	WEEKLY	35	35	WEEK #35	2007-09-02	2013-01-01 12:00:00	14	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	NON-IRRIGATED, CONTINUOUS CROP	ALL UTILIZATION PRACTICES	PRODUCTION	BU	BARLEY, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	53	53	WA	WASHINGTON	20	CENTRAL	077	077	YAKIMA			00000000			9000	UNITED STATES	WASHINGTON, CENTRAL, YAKIMA	1991	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	39,600	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	SILAGE	PRODUCTION	TONS	CORN, SILAGE - PRODUCTION, MEASURED IN TONS	TOTAL	NOT SPECIFIED	COUNTY	36	36	NY	NEW YORK	60	EASTERN	093	093	SCHENECTADY			00000000			9000	UNITED STATES	NEW YORK, EASTERN, SCHENECTADY	2000	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	5,700	 
CENSUS	CROPS	HORTICULTURE	FLOWERING PLANTS, POTTED	INDOOR USE, SPRING FLOWERING BULBS, DAFFODIL (NARCISSUS)	ALL PRODUCTION PRACTICES	WHOLESALE, POTS, GE 5 INCHES	SALES	OPERATIONS	FLOWERING PLANTS, POTTED, INDOOR USE, SPRING FLOWERING BULBS, DAFFODIL (NARCISSUS), WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	STATE	15	15	HI	HAWAII								00000000			9000	UNITED STATES	HAWAII	2009	ANNUAL	00	00	YEAR		2015-01-31 00:00:00	1	 
CENSUS	CROPS	FRUIT & TREE NUTS	BERRY TOTALS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA GROWN	OPERATIONS	BERRY TOTALS - OPERATIONS WITH AREA GROWN	TOTAL	NOT SPECIFIED	ZIP CODE	39	39	OH	OHIO							43340	00000000			9000	UNITED STATES	43340	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	2	 
CENSUS	CROPS	HORTICULTURE	PROPAGATIVE MATERIAL	LINERS, FOLIAGE PLANTS	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	NUMBER	PROPAGATIVE MATERIAL, LINERS, FOLIAGE PLANTS - NUMBER OF SALES	TOTAL	NOT SPECIFIED	STATE	26	26	MI	MICHIGAN								00000000			9000	UNITED STATES	MICHIGAN	2009	ANNUAL	00	00	YEAR		2015-01-31 00:00:00	(D)	 
CENSUS	CROPS	FIELD CROPS	FIELD CROPS, OTHER	INCL HAY	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	FIELD CROPS, OTHER, INCL HAY - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	ZIP CODE	19	19	IA	IOWA							51401	00000000			9000	UNITED STATES	51401	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	47	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	NON-IRRIGATED	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	BARLEY, NON-IRRIGATED - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	16	16	ID	IDAHO	90	EAST	051	051	JEFFERSON			00000000			9000	UNITED STATES	IDAHO, EAST, JEFFERSON	1997	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	500	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	NON-IRRIGATED, CONTINUOUS CROP	ALL UTILIZATION PRACTICES	PRODUCTION	BU	WHEAT, NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	38	38	ND	NORTH DAKOTA	80	SOUTH CENTRAL	085	085	SIOUX			00000000			9000	UNITED STATES	NORTH DAKOTA, SOUTH CENTRAL, SIOUX	1953	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	244,500	 
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, (EXCL DURUM)	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	38	38	ND	NORTH DAKOTA	50	CENTRAL	043	043	KIDDER			00000000			9000	UNITED STATES	NORTH DAKOTA, CENTRAL, KIDDER	1948	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	69,000	 
CENSUS	CROPS	FRUIT & TREE NUTS	BLUEBERRIES	TAME	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA BEARING	OPERATIONS	BLUEBERRIES, TAME - OPERATIONS WITH AREA BEARING	TOTAL	NOT SPECIFIED	COUNTY	54	54	WV	WEST VIRGINIA	40	SOUTHWEST	021	021	GILMER			00000000			9000	UNITED STATES	WEST VIRGINIA, SOUTHWEST, GILMER	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	1	73.9
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION, PREVIOUS YEAR	PCT EXCELLENT	BARLEY - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT	TOTAL	NOT SPECIFIED	STATE	04	04	AZ	ARIZONA								00000000			9000	UNITED STATES	ARIZONA	2014	WEEKLY	20	20	WEEK #20	2014-05-18	2014-05-19 16:00:00	43	 
CENSUS	CROPS	FIELD CROPS	GRAIN	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	GRAIN - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	COUNTY	51	51	VA	VIRGINIA	60	EASTERN	115	115	MATHEWS			00000000			9000	UNITED STATES	VIRGINIA, EASTERN, MATHEWS	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	10	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	NON-IRRIGATED	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	WHEAT, NON-IRRIGATED - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	06	06	CA	CALIFORNIA	50	SACRAMENTO VALLEY	103	103	TEHAMA			00000000			9000	UNITED STATES	CALIFORNIA, SACRAMENTO VALLEY, TEHAMA	1990	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4,500	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	BARLEY - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	38	38	ND	NORTH DAKOTA	40	WEST CENTRAL	053	053	MCKENZIE			00000000			9000	UNITED STATES	NORTH DAKOTA, WEST CENTRAL, MCKENZIE	1999	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	19,100	 
SURVEY	CROPS	FIELD CROPS	COTTON	UPLAND	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	COTTON, UPLAND - ACRES HARVESTED	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	37	37	NC	NORTH CAROLINA	50	CENTRAL PIEDMONT						00000000			9000	UNITED STATES	NORTH CAROLINA, CENTRAL PIEDMONT	1950	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	43,670	 
SURVEY	CROPS	FIELD CROPS	SOYBEANS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PROGRESS	PCT BLOOMING	SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING	TOTAL	NOT SPECIFIED	STATE	47	47	TN	TENNESSEE								00000000			9000	UNITED STATES	TENNESSEE	1999	WEEKLY	29	29	WEEK #29	1999-07-25	2013-01-01 12:00:00	49	 
SURVEY	CROPS	FIELD CROPS	HAY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	TONS	HAY - PRODUCTION, MEASURED IN TONS	TOTAL	NOT SPECIFIED	COUNTY	30	30	MT	MONTANA	80	SOUTH CENTRAL	097	097	SWEET GRASS			00000000			9000	UNITED STATES	MONTANA, SOUTH CENTRAL, SWEET GRASS	1969	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	56,700	 
SURVEY	CROPS	FIELD CROPS	SOYBEANS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	SOYBEANS - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	24	24	MD	MARYLAND	20	NORTH CENTRAL	025	025	HARFORD			00000000			9000	UNITED STATES	MARYLAND, NORTH CENTRAL, HARFORD	1975	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	2,600	 
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, (EXCL DURUM)	NON-IRRIGATED	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	56	56	WY	WYOMING	20	NORTHEAST						00000000			9000	UNITED STATES	WYOMING, NORTHEAST	1983	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	19.8	 
CENSUS	CROPS	VEGETABLES	MELONS	CANTALOUP	ALL PRODUCTION PRACTICES	FRESH MARKET	AREA HARVESTED	ACRES	MELONS, CANTALOUP, FRESH MARKET - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	06	06	CA	CALIFORNIA	50	SACRAMENTO VALLEY	095	095	SOLANO			00000000			9000	UNITED STATES	CALIFORNIA, SACRAMENTO VALLEY, SOLANO	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	(D)	(D)
SURVEY	CROPS	FIELD CROPS	OATS	ALL CLASSES	NON-IRRIGATED	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	OATS, NON-IRRIGATED - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	56	56	WY	WYOMING	50	SOUTHEAST		998	OTHER (COMBINED) COUNTIES			00000000			9000	UNITED STATES	WYOMING, SOUTHEAST, OTHER (COMBINED) COUNTIES	2001	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	6,000	 
CENSUS	CROPS	FRUIT & TREE NUTS	ORCHARDS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA BEARING & NON-BEARING	OPERATIONS	ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING	AREA BEARING & NON-BEARING	AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES)	COUNTY	39	39	OH	OHIO	70	SOUTHWEST	061	061	HAMILTON			00000000			9000	UNITED STATES	OHIO, SOUTHWEST, HAMILTON	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	12	36.9
SURVEY	CROPS	FIELD CROPS	HAY	(EXCL ALFALFA)	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	TONS	HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS	TOTAL	NOT SPECIFIED	STATE		98	OT	OTHER STATES								00000000			9000	UNITED STATES	OTHER STATES	2022	ANNUAL	00	00	YEAR - AUG FORECAST		2022-08-12 12:00:52	3,862,000	 
SURVEY	CROPS	VEGETABLES	ONIONS	DRY, SUMMER, STORAGE	ALL PRODUCTION PRACTICES	PROCESSING	PRICE RECEIVED	$ / TON	ONIONS, DRY, SUMMER, STORAGE, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON	TOTAL	NOT SPECIFIED	STATE	06	06	CA	CALIFORNIA								00000000			9000	UNITED STATES	CALIFORNIA	2011	ANNUAL	00	00	MARKETING YEAR		2014-11-07 10:02:59	7.5	 
SURVEY	CROPS	FIELD CROPS	PEANUTS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	PEANUTS - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	13	13	GA	GEORGIA	50	CENTRAL		998	OTHER (COMBINED) COUNTIES			00000000			9000	UNITED STATES	GEORGIA, CENTRAL, OTHER (COMBINED) COUNTIES	2004	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	600	 
SURVEY	CROPS	FIELD CROPS	COTTON	UPLAND	NON-IRRIGATED	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	28	28	MS	MISSISSIPPI	70	SOUTHWEST	149	149	WARREN			00000000			9000	UNITED STATES	MISSISSIPPI, SOUTHWEST, WARREN	1983	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	6,700	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	27	27	MN	MINNESOTA	10	NORTHWEST	119	119	POLK			00000000			9000	UNITED STATES	MINNESOTA, NORTHWEST, POLK	1989	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	373,400	 
CENSUS	CROPS	FIELD CROPS	FIELD CROPS, OTHER	INCL HAY	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	FIELD CROPS, OTHER, INCL HAY - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	ZIP CODE	18	18	IN	INDIANA							47369	00000000			9000	UNITED STATES	47369	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	5	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	BU	WHEAT - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	56	56	WY	WYOMING	30	WEST	039	039	TETON			00000000			9000	UNITED STATES	WYOMING, WEST, TETON	1959	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	12,300	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	NON-IRRIGATED	ALL UTILIZATION PRACTICES	PRODUCTION	BU	WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	31	31	NE	NEBRASKA	30	NORTHEAST	027	027	CEDAR			00000000			9000	UNITED STATES	NEBRASKA, NORTHEAST, CEDAR	1992	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	7,400	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	STOCKS	BU	CORN, GRAIN - STOCKS, MEASURED IN BU	TOTAL	NOT SPECIFIED	STATE	31	31	NE	NEBRASKA								00000000			9000	UNITED STATES	NEBRASKA	1972	POINT IN TIME	03	03	FIRST OF MAR		2012-01-01 00:00:00	377,337,000	 
CENSUS	CROPS	VEGETABLES	CAULIFLOWER	ALL CLASSES	ORGANIC	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	CAULIFLOWER, ORGANIC - OPERATIONS WITH SALES	ORGANIC STATUS	ORGANIC STATUS: (NOP USDA CERTIFIED)	STATE	27	27	MN	MINNESOTA								00000000			9000	UNITED STATES	MINNESOTA	2021	ANNUAL	00	00	YEAR		2022-12-15 12:00:00	36	34.5
SURVEY	CROPS	FIELD CROPS	SORGHUM	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	AREA HARVESTED	ACRES	SORGHUM, GRAIN - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	05	05	AR	ARKANSAS	10	NORTHWEST		998	OTHER (COMBINED) COUNTIES			00000000			9000	UNITED STATES	ARKANSAS, NORTHWEST, OTHER (COMBINED) COUNTIES	1988	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	100	 
CENSUS	CROPS	VEGETABLES	VEGETABLE TOTALS	INCL SEEDS & TRANSPLANTS	IN THE OPEN	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	VEGETABLE TOTALS, INCL SEEDS & TRANSPLANTS, IN THE OPEN - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	ZIP CODE	26	26	MI	MICHIGAN							49261	00000000			9000	UNITED STATES	49261	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4	 
